amount,transaction_type,payment_method,account_age,failed_transactions,is_fraud
92774.85,Cash Withdrawal,Credit Card,1622,5,0
7488.72,Cash Withdrawal,UPI,1526,0,0
119068.44,Bill Payment,UPI,2014,10,1
130348.11,Money Transfer,UPI,1815,5,1
62574.23,Online Purchase,Debit Card,1810,3,0
61134.84,Cash Withdrawal,UPI,231,8,0
9935.98,Cash Withdrawal,Debit Card,2148,9,1
28995.24,Money Transfer,Credit Card,1022,0,0
137712.86,Money Transfer,UPI,1509,7,1
95347.93,Online Purchase,Credit Card,991,5,0
66970.9,Cash Withdrawal,UPI,1411,2,0
38873.12,Online Purchase,UPI,113,6,1
128087.82,Money Transfer,Debit Card,923,10,1
97772.94,Online Purchase,Credit Card,1942,2,0
90211.18,Online Purchase,Debit Card,1034,9,0
45888.41,Bill Payment,Net Banking,1543,5,0
32809.54,Bill Payment,Net Banking,2395,1,1
149914.46,Bill Payment,UPI,1223,10,1
9669.17,Bill Payment,UPI,1135,4,0
142832.95,Bill Payment,Debit Card,615,8,1
134963.09,Cash Withdrawal,UPI,574,0,0
149620.62,Bill Payment,Net Banking,1658,6,0
87495.25,Money Transfer,UPI,911,10,1
117756.07,Bill Payment,UPI,697,10,0
27252.27,Online Purchase,Net Banking,525,4,0
83898.85,Money Transfer,UPI,366,3,0
111657.07,Bill Payment,Net Banking,1358,5,1
44178.26,Online Purchase,Net Banking,220,10,0
141650.72,Online Purchase,Net Banking,797,8,1
102136.59,Bill Payment,Net Banking,222,2,1
30124.46,Cash Withdrawal,Net Banking,587,5,0
27135.48,Online Purchase,Net Banking,1363,10,0
47080.77,Online Purchase,Credit Card,1852,4,1
116053.99,Money Transfer,Net Banking,361,2,0
95059.78,Cash Withdrawal,Net Banking,1956,6,1
80114.01,Bill Payment,Credit Card,1320,8,1
101544.55,Money Transfer,Debit Card,1411,4,1
57594.22,Bill Payment,Debit Card,268,0,0
43695.09,Bill Payment,Net Banking,549,5,0
73577.78,Money Transfer,Debit Card,1653,0,1
109102.61,Money Transfer,Debit Card,90,9,1
18561.98,Online Purchase,Net Banking,1048,8,0
89129.22,Online Purchase,Credit Card,81,0,0
62574.66,Cash Withdrawal,Credit Card,2242,4,1
23053.75,Online Purchase,UPI,1724,10,1
78094.35,Money Transfer,Net Banking,430,8,0
17748.41,Online Purchase,Credit Card,2039,3,0
116716.04,Money Transfer,UPI,1679,4,1
82266.0,Money Transfer,Net Banking,1355,3,1
100777.81,Online Purchase,Net Banking,611,1,0
11349.73,Online Purchase,UPI,947,7,0
44473.72,Cash Withdrawal,Credit Card,409,2,0
127852.08,Bill Payment,UPI,1745,1,1
113754.78,Online Purchase,Credit Card,567,10,1
49366.26,Cash Withdrawal,UPI,381,5,0
27512.13,Cash Withdrawal,Net Banking,1870,4,0
103516.37,Cash Withdrawal,Net Banking,684,1,1
108989.03,Money Transfer,Credit Card,1705,9,1
85384.62,Cash Withdrawal,Debit Card,1556,5,0
129400.11,Money Transfer,Net Banking,2000,1,0
66159.11,Online Purchase,UPI,1288,0,0
101721.55,Money Transfer,UPI,2127,8,1
92774.03,Cash Withdrawal,Debit Card,1974,5,0
96246.53,Money Transfer,Credit Card,48,10,0
75884.58,Cash Withdrawal,Net Banking,678,1,0
48163.01,Bill Payment,UPI,207,8,1
96533.27,Cash Withdrawal,Debit Card,323,7,0
85997.94,Online Purchase,Net Banking,1832,5,1
74656.26,Online Purchase,Credit Card,1653,6,1
82409.91,Online Purchase,UPI,2083,8,1
100754.01,Bill Payment,UPI,223,3,0
49862.7,Cash Withdrawal,UPI,1854,1,0
98870.65,Online Purchase,UPI,1455,10,0
43868.34,Bill Payment,Credit Card,188,2,0
123293.62,Cash Withdrawal,Credit Card,1042,9,1
18199.8,Cash Withdrawal,Debit Card,1873,3,0
16254.09,Cash Withdrawal,Credit Card,2412,1,0
67630.64,Money Transfer,Net Banking,18,8,1
83028.63,Cash Withdrawal,Net Banking,2083,2,0
26130.18,Money Transfer,Credit Card,1587,10,0
132416.11,Cash Withdrawal,Net Banking,2495,3,1
144542.67,Bill Payment,Net Banking,547,2,1
105032.14,Bill Payment,UPI,2268,10,1
31535.93,Bill Payment,UPI,544,10,0
26754.12,Bill Payment,Credit Card,1443,8,0
85638.67,Cash Withdrawal,UPI,1731,0,0
3888.29,Money Transfer,Credit Card,232,3,0
117851.28,Bill Payment,UPI,600,0,0
44341.57,Online Purchase,UPI,1854,1,0
101361.35,Money Transfer,Net Banking,974,8,1
119843.38,Bill Payment,Credit Card,1563,6,1
118237.92,Bill Payment,Credit Card,54,4,1
130340.61,Cash Withdrawal,Debit Card,1507,9,1
90547.71,Money Transfer,UPI,1839,2,0
11262.9,Money Transfer,Credit Card,1546,0,0
83534.13,Money Transfer,Debit Card,2393,4,1
70003.07,Money Transfer,Credit Card,630,5,0
116071.78,Bill Payment,Net Banking,2346,8,1
117626.31,Bill Payment,Debit Card,754,8,1
75820.54,Cash Withdrawal,Net Banking,377,5,1
32081.74,Bill Payment,UPI,1478,4,1
112923.09,Cash Withdrawal,Credit Card,470,10,1
36128.15,Money Transfer,Credit Card,1315,6,0
141753.65,Cash Withdrawal,UPI,2213,4,1
77578.49,Bill Payment,Net Banking,1994,0,0
97764.08,Bill Payment,Credit Card,394,2,0
116020.45,Online Purchase,Credit Card,864,10,1
32054.95,Cash Withdrawal,Credit Card,843,8,0
131807.72,Cash Withdrawal,Credit Card,630,0,1
49824.13,Online Purchase,Credit Card,223,2,0
83756.82,Money Transfer,UPI,1670,6,1
60726.76,Bill Payment,Credit Card,1596,10,1
984.25,Online Purchase,Credit Card,298,5,0
16009.72,Bill Payment,Credit Card,1154,7,0
123336.14,Online Purchase,Net Banking,641,8,1
112038.41,Bill Payment,Debit Card,1221,10,0
144808.27,Bill Payment,Credit Card,2268,8,1
6361.79,Cash Withdrawal,Credit Card,1249,3,0
135541.6,Bill Payment,Debit Card,1691,10,0
21454.02,Money Transfer,Debit Card,1036,3,0
100679.59,Online Purchase,Net Banking,2252,1,1
10197.68,Online Purchase,Debit Card,2379,7,0
53635.04,Money Transfer,Credit Card,1168,9,1
29105.44,Cash Withdrawal,Net Banking,1345,9,0
104049.37,Money Transfer,UPI,1296,6,1
47050.9,Money Transfer,Net Banking,1134,5,1
109972.62,Cash Withdrawal,Net Banking,1825,5,0
73097.01,Online Purchase,Debit Card,2485,1,0
128821.18,Money Transfer,Debit Card,1079,10,1
11402.45,Online Purchase,Credit Card,2384,9,1
88546.44,Online Purchase,UPI,2227,8,1
116302.07,Bill Payment,Net Banking,915,9,1
43720.77,Cash Withdrawal,Credit Card,1626,5,0
99435.51,Money Transfer,Debit Card,1828,2,1
142311.9,Money Transfer,Net Banking,1470,0,1
73197.56,Online Purchase,UPI,1514,3,1
31095.43,Bill Payment,Net Banking,1924,7,0
6081.71,Bill Payment,Credit Card,2136,10,0
125247.35,Bill Payment,Debit Card,1543,10,1
88193.06,Online Purchase,UPI,1542,3,0
52999.41,Bill Payment,Net Banking,1975,9,1
132316.93,Cash Withdrawal,Debit Card,943,1,0
42193.35,Money Transfer,Debit Card,645,5,0
122561.57,Money Transfer,Net Banking,1353,1,1
71874.31,Money Transfer,Debit Card,1684,0,1
19269.98,Money Transfer,Debit Card,2100,0,0
22115.08,Money Transfer,UPI,738,8,0
89943.69,Online Purchase,UPI,352,3,0
148917.1,Cash Withdrawal,Debit Card,899,6,1
119212.95,Money Transfer,UPI,687,10,1
68075.17,Online Purchase,Debit Card,1550,6,1
2582.74,Cash Withdrawal,Debit Card,2481,1,0
135251.07,Online Purchase,Credit Card,382,7,1
135307.51,Online Purchase,Net Banking,2139,6,1
6611.4,Cash Withdrawal,Debit Card,1975,6,0
120712.69,Online Purchase,Net Banking,549,4,1
34953.68,Online Purchase,UPI,2451,8,0
28434.25,Online Purchase,Credit Card,2129,0,0
30892.26,Bill Payment,Net Banking,1484,1,0
97771.23,Bill Payment,UPI,2196,6,0
91820.91,Cash Withdrawal,Debit Card,1693,8,0
72421.92,Bill Payment,Net Banking,1040,4,0
116151.75,Cash Withdrawal,Debit Card,488,3,0
104926.79,Money Transfer,Credit Card,879,8,1
50831.83,Online Purchase,Debit Card,1594,10,1
13754.18,Money Transfer,Net Banking,2459,6,1
39537.49,Bill Payment,Credit Card,2495,0,0
139609.68,Cash Withdrawal,UPI,2448,0,0
123052.29,Cash Withdrawal,Net Banking,44,3,0
139620.69,Bill Payment,Debit Card,138,9,1
104797.61,Money Transfer,Credit Card,1474,3,0
146349.32,Online Purchase,UPI,1637,5,0
60877.1,Money Transfer,Credit Card,282,1,0
108948.19,Bill Payment,UPI,1133,3,0
29259.33,Cash Withdrawal,Credit Card,1070,2,0
16059.1,Online Purchase,UPI,1393,1,0
143510.73,Bill Payment,Net Banking,1545,9,1
36566.66,Bill Payment,Net Banking,1888,9,0
72347.33,Bill Payment,Credit Card,1568,10,0
33135.31,Money Transfer,UPI,1690,5,0
1557.51,Bill Payment,Debit Card,1177,1,0
112343.34,Bill Payment,Credit Card,2272,2,1
53095.34,Bill Payment,Debit Card,779,7,0
35305.72,Money Transfer,UPI,847,3,0
37529.35,Bill Payment,Debit Card,437,1,0
101404.24,Cash Withdrawal,Credit Card,2218,0,0
55742.36,Bill Payment,Net Banking,2354,4,0
147660.76,Bill Payment,Net Banking,910,9,1
78907.74,Cash Withdrawal,Net Banking,2215,0,0
59118.17,Money Transfer,Net Banking,494,8,1
103412.66,Online Purchase,Debit Card,1555,9,1
54304.19,Bill Payment,Debit Card,2247,4,1
70754.67,Bill Payment,UPI,754,7,1
62922.03,Bill Payment,UPI,1641,4,0
85754.32,Money Transfer,Credit Card,1106,3,0
128460.68,Money Transfer,Debit Card,613,7,0
26573.43,Cash Withdrawal,Debit Card,2118,8,0
117821.41,Bill Payment,UPI,2303,9,1
14936.32,Money Transfer,Credit Card,883,4,0
94516.35,Cash Withdrawal,UPI,1065,5,1
83667.97,Bill Payment,UPI,82,6,1
130118.55,Money Transfer,Debit Card,1166,5,1
76615.63,Cash Withdrawal,Credit Card,1561,9,1
94793.66,Money Transfer,Debit Card,1382,6,0
85788.47,Online Purchase,Credit Card,664,5,1
47600.05,Bill Payment,UPI,2480,10,0
133165.0,Bill Payment,Net Banking,1696,2,1
3562.85,Money Transfer,UPI,328,3,0
15541.1,Online Purchase,Net Banking,2247,0,1
59612.18,Online Purchase,Credit Card,1076,9,1
98259.42,Cash Withdrawal,UPI,940,3,0
66529.75,Money Transfer,Debit Card,2158,2,1
99566.02,Bill Payment,Net Banking,1914,8,0
82326.94,Money Transfer,Debit Card,2421,9,1
112361.85,Cash Withdrawal,UPI,1423,7,1
120725.69,Cash Withdrawal,UPI,1499,6,1
45605.58,Online Purchase,Debit Card,1409,4,0
1346.73,Cash Withdrawal,Net Banking,1228,0,0
119714.92,Money Transfer,Credit Card,2246,5,1
132336.09,Cash Withdrawal,Net Banking,1024,2,0
96934.02,Cash Withdrawal,Debit Card,1078,1,0
36010.32,Bill Payment,UPI,2179,4,0
128036.96,Money Transfer,Debit Card,1187,1,0
92697.64,Bill Payment,Net Banking,770,5,1
7539.85,Online Purchase,Debit Card,419,4,0
107307.87,Online Purchase,Debit Card,370,2,1
32656.49,Cash Withdrawal,UPI,2042,5,0
118734.56,Bill Payment,Credit Card,599,0,1
58924.02,Cash Withdrawal,Debit Card,788,4,0
124254.98,Online Purchase,Debit Card,1577,7,1
149180.86,Money Transfer,Net Banking,385,8,1
31346.23,Cash Withdrawal,UPI,1324,2,0
6423.67,Online Purchase,UPI,1972,10,1
54127.96,Online Purchase,Debit Card,463,3,0
48744.57,Money Transfer,UPI,2395,1,0
36539.09,Online Purchase,Net Banking,2443,2,0
13513.04,Money Transfer,Net Banking,375,10,0
139634.23,Online Purchase,Credit Card,1457,10,1
80499.36,Online Purchase,Debit Card,1999,3,0
83796.73,Bill Payment,Net Banking,791,0,0
53789.31,Money Transfer,UPI,162,7,0
83897.82,Cash Withdrawal,Debit Card,2322,2,0
48619.76,Cash Withdrawal,UPI,2453,8,1
79717.5,Cash Withdrawal,UPI,1079,8,1
207.9,Cash Withdrawal,Debit Card,77,9,0
116424.88,Money Transfer,UPI,260,10,0
122875.56,Money Transfer,Net Banking,2259,2,0
48457.75,Bill Payment,Credit Card,395,8,0
6662.21,Money Transfer,Debit Card,129,3,1
28823.33,Online Purchase,Net Banking,2007,8,0
88586.11,Online Purchase,UPI,905,9,0
2061.61,Money Transfer,Net Banking,328,7,0
9198.96,Cash Withdrawal,UPI,239,9,1
6193.91,Online Purchase,UPI,320,3,0
14658.18,Money Transfer,Net Banking,777,3,0
37389.58,Money Transfer,Net Banking,433,10,0
101206.44,Cash Withdrawal,Credit Card,684,2,0
75753.45,Money Transfer,Net Banking,1444,5,0
149527.86,Bill Payment,Net Banking,1764,5,1
84515.39,Money Transfer,Net Banking,2254,4,1
67915.28,Cash Withdrawal,Credit Card,142,4,0
77689.64,Bill Payment,Credit Card,1231,3,1
47304.21,Bill Payment,Debit Card,387,0,0
23500.46,Bill Payment,UPI,2385,3,0
121680.03,Online Purchase,Net Banking,2331,3,0
108564.72,Cash Withdrawal,Debit Card,2000,9,0
14395.07,Bill Payment,Credit Card,2361,6,1
8482.81,Bill Payment,UPI,1779,6,0
18169.03,Money Transfer,Credit Card,1567,0,0
6273.22,Money Transfer,UPI,2058,3,0
101077.92,Cash Withdrawal,Net Banking,2438,9,1
33390.64,Bill Payment,Net Banking,607,2,0
71430.61,Online Purchase,Net Banking,1076,1,0
65230.22,Money Transfer,Debit Card,1970,8,1
59358.29,Money Transfer,Debit Card,993,1,1
64566.85,Online Purchase,Credit Card,1695,6,1
28654.41,Bill Payment,Credit Card,1249,2,0
92471.53,Cash Withdrawal,Debit Card,1805,0,0
35100.09,Bill Payment,Debit Card,352,1,0
36532.94,Money Transfer,UPI,57,5,0
16780.57,Cash Withdrawal,Net Banking,94,5,1
80747.02,Money Transfer,UPI,2248,7,0
148846.09,Online Purchase,Net Banking,2388,10,1
38392.91,Online Purchase,UPI,823,9,1
69797.63,Online Purchase,Credit Card,1592,10,1
127827.23,Bill Payment,Credit Card,79,4,0
97446.73,Money Transfer,Net Banking,2083,1,0
72750.86,Online Purchase,Debit Card,815,8,0
84147.06,Online Purchase,Credit Card,1014,8,1
73540.93,Money Transfer,Credit Card,1421,10,1
93822.12,Money Transfer,UPI,254,10,1
58136.87,Online Purchase,UPI,924,2,0
58987.7,Money Transfer,Credit Card,1566,8,0
91906.01,Money Transfer,Net Banking,985,9,1
145583.52,Bill Payment,Net Banking,2221,2,1
20872.62,Money Transfer,Debit Card,1266,8,0
64566.64,Money Transfer,Debit Card,1301,1,0
142295.37,Online Purchase,Debit Card,1301,2,0
114838.71,Cash Withdrawal,Net Banking,1243,7,0
123272.61,Bill Payment,Debit Card,770,1,1
4027.11,Bill Payment,Debit Card,2443,3,0
4010.07,Online Purchase,Net Banking,550,8,0
70367.65,Bill Payment,Debit Card,1588,7,0
24651.58,Money Transfer,Credit Card,1674,0,0
142534.69,Money Transfer,Debit Card,838,1,1
143209.39,Cash Withdrawal,Net Banking,1331,7,0
64190.6,Online Purchase,Net Banking,1282,6,0
111395.93,Online Purchase,Credit Card,1850,7,0
6458.15,Money Transfer,Net Banking,161,8,1
114797.46,Online Purchase,Debit Card,1193,7,1
45752.67,Bill Payment,Net Banking,682,6,0
137863.02,Money Transfer,Net Banking,1851,1,0
17064.42,Money Transfer,Net Banking,1694,5,0
26913.9,Money Transfer,Net Banking,370,4,0
97321.61,Money Transfer,Credit Card,374,1,0
95147.46,Online Purchase,Net Banking,2096,9,0
56863.93,Cash Withdrawal,Credit Card,700,5,0
98963.6,Money Transfer,Debit Card,593,2,0
7791.44,Bill Payment,UPI,1828,4,0
17721.34,Money Transfer,Debit Card,15,9,0
1929.94,Cash Withdrawal,Net Banking,2227,0,0
74070.67,Money Transfer,Net Banking,1859,6,1
90222.36,Online Purchase,Debit Card,2242,4,0
83676.54,Money Transfer,Credit Card,758,2,1
52418.07,Money Transfer,Credit Card,2368,9,1
138065.67,Online Purchase,Credit Card,1708,2,1
42728.64,Money Transfer,Net Banking,2372,5,0
14059.63,Bill Payment,UPI,1510,6,0
113790.45,Online Purchase,UPI,1929,2,1
128925.25,Bill Payment,Net Banking,2149,3,0
91846.86,Online Purchase,Credit Card,1982,9,0
147943.14,Bill Payment,Net Banking,2494,5,1
86313.89,Bill Payment,Debit Card,2305,7,0
94815.46,Cash Withdrawal,Debit Card,2497,3,0
146890.72,Online Purchase,Credit Card,99,7,1
17777.07,Money Transfer,Net Banking,1696,0,0
84106.28,Money Transfer,Credit Card,825,4,1
10268.63,Bill Payment,UPI,26,1,0
51270.1,Online Purchase,Debit Card,795,5,0
138349.74,Cash Withdrawal,Net Banking,146,10,1
23392.4,Cash Withdrawal,UPI,1895,6,0
8497.74,Bill Payment,UPI,2275,8,1
86651.91,Bill Payment,UPI,272,2,0
4772.86,Cash Withdrawal,Debit Card,2339,9,0
89319.26,Bill Payment,UPI,130,4,1
74608.46,Money Transfer,UPI,1852,4,1
45417.51,Online Purchase,UPI,154,3,0
66621.74,Online Purchase,Net Banking,2049,2,1
138553.15,Bill Payment,UPI,587,1,0
140709.77,Money Transfer,Debit Card,150,7,1
129735.05,Online Purchase,Credit Card,1274,0,0
89183.71,Online Purchase,UPI,1913,0,1
114950.41,Bill Payment,Credit Card,2366,4,1
31555.87,Money Transfer,Debit Card,1174,4,0
115940.79,Online Purchase,UPI,612,2,1
2386.98,Online Purchase,Debit Card,2223,5,0
40730.71,Bill Payment,Debit Card,702,1,0
133847.24,Cash Withdrawal,Credit Card,533,0,1
101356.84,Online Purchase,Net Banking,221,1,1
26929.55,Cash Withdrawal,UPI,1280,5,0
106963.51,Online Purchase,Net Banking,2326,2,1
120372.34,Cash Withdrawal,Credit Card,1867,4,0
106561.36,Cash Withdrawal,Net Banking,950,3,1
134365.56,Bill Payment,UPI,1606,2,0
99810.57,Bill Payment,Net Banking,1997,0,1
17021.77,Cash Withdrawal,Net Banking,700,4,0
90705.59,Money Transfer,Credit Card,1662,1,1
97452.77,Bill Payment,Net Banking,1642,9,1
93169.14,Money Transfer,Net Banking,1573,1,0
122105.96,Cash Withdrawal,Net Banking,2324,5,1
35499.53,Online Purchase,Net Banking,469,9,0
48874.18,Online Purchase,Net Banking,722,4,0
10534.18,Online Purchase,Net Banking,1342,7,0
9316.19,Money Transfer,Debit Card,2379,10,0
113585.95,Money Transfer,Net Banking,2177,4,1
86731.92,Money Transfer,Debit Card,1297,4,0
136989.32,Bill Payment,Net Banking,1411,1,0
91762.46,Cash Withdrawal,Debit Card,1205,0,0
82377.88,Online Purchase,Credit Card,2294,5,1
42403.17,Online Purchase,Debit Card,1769,9,0
47787.28,Cash Withdrawal,Net Banking,1563,6,0
99406.89,Cash Withdrawal,Debit Card,771,8,1
138679.86,Cash Withdrawal,Debit Card,1182,10,1
1839.25,Online Purchase,Debit Card,1994,10,0
148533.62,Online Purchase,Debit Card,1704,7,0
104339.04,Cash Withdrawal,Debit Card,1862,8,1
123028.71,Cash Withdrawal,UPI,925,2,1
1213.76,Cash Withdrawal,Debit Card,2056,4,0
81970.32,Bill Payment,Credit Card,156,9,1
55349.93,Cash Withdrawal,Credit Card,582,8,0
147551.89,Bill Payment,Net Banking,2118,1,0
91549.58,Money Transfer,Net Banking,320,10,1
119734.93,Bill Payment,Credit Card,1408,8,1
70383.43,Cash Withdrawal,UPI,1725,5,0
119753.66,Bill Payment,Debit Card,145,9,1
109073.06,Bill Payment,Credit Card,1939,9,1
7837.82,Bill Payment,Credit Card,1175,7,1
75888.86,Bill Payment,UPI,543,9,1
128692.97,Online Purchase,Credit Card,2474,2,0
110871.19,Cash Withdrawal,UPI,719,4,0
35505.76,Money Transfer,Credit Card,1405,1,0
89372.06,Money Transfer,Net Banking,1692,6,1
66083.73,Money Transfer,Debit Card,2367,5,1
39732.88,Online Purchase,Credit Card,687,7,0
45274.93,Money Transfer,Net Banking,1598,7,1
79613.28,Cash Withdrawal,Credit Card,1183,7,1
47421.72,Online Purchase,Credit Card,2177,10,1
126651.47,Bill Payment,UPI,1108,4,0
38376.05,Cash Withdrawal,Net Banking,991,10,0
29319.36,Bill Payment,Debit Card,1284,8,1
1370.58,Online Purchase,Credit Card,1685,1,0
102856.38,Bill Payment,Debit Card,1161,4,1
3652.7,Online Purchase,Credit Card,2434,10,0
32602.03,Online Purchase,Credit Card,354,9,1
98493.55,Money Transfer,Credit Card,755,4,1
99105.63,Online Purchase,Net Banking,1133,6,0
100170.12,Bill Payment,UPI,664,1,1
9451.87,Cash Withdrawal,UPI,247,4,0
39773.26,Cash Withdrawal,Credit Card,2015,3,0
26848.48,Cash Withdrawal,Credit Card,590,8,0
32836.14,Online Purchase,Net Banking,1061,1,0
10654.81,Bill Payment,Net Banking,77,7,1
96086.26,Online Purchase,Net Banking,1092,2,0
135702.17,Online Purchase,Net Banking,1959,6,1
109192.34,Online Purchase,Debit Card,14,6,0
122714.7,Cash Withdrawal,Credit Card,2324,8,0
53901.86,Bill Payment,Net Banking,227,10,0
97096.45,Bill Payment,UPI,330,7,0
43564.8,Money Transfer,Debit Card,2272,0,0
99144.04,Bill Payment,Net Banking,438,10,0
73026.88,Cash Withdrawal,Debit Card,574,0,1
107988.88,Money Transfer,Net Banking,1593,1,0
96546.8,Cash Withdrawal,Net Banking,68,0,0
50724.02,Online Purchase,Net Banking,485,3,0
100130.73,Cash Withdrawal,Debit Card,2374,3,0
5627.96,Money Transfer,Net Banking,79,7,0
92793.98,Money Transfer,Debit Card,59,2,0
135708.89,Online Purchase,Net Banking,700,9,1
122638.81,Online Purchase,Net Banking,2438,9,1
120687.58,Cash Withdrawal,UPI,1647,5,1
102644.85,Money Transfer,UPI,874,0,0
50392.01,Online Purchase,UPI,579,6,1
55552.11,Money Transfer,Net Banking,998,9,1
15085.18,Cash Withdrawal,Debit Card,65,7,1
1182.88,Online Purchase,UPI,1705,7,0
31003.42,Bill Payment,Net Banking,1688,3,0
91619.64,Online Purchase,Debit Card,2048,9,0
94116.03,Bill Payment,UPI,1716,0,0
28866.24,Online Purchase,UPI,2211,8,1
115572.66,Money Transfer,UPI,218,3,1
22467.69,Cash Withdrawal,Net Banking,723,2,0
6563.03,Bill Payment,UPI,859,6,0
92561.22,Cash Withdrawal,Credit Card,428,0,0
26465.55,Online Purchase,Net Banking,2110,1,0
35371.44,Cash Withdrawal,UPI,1717,3,0
134766.08,Money Transfer,Credit Card,1336,3,1
110688.41,Money Transfer,Net Banking,904,1,1
72712.72,Cash Withdrawal,Debit Card,886,9,1
58160.81,Money Transfer,Net Banking,796,10,1
40527.21,Bill Payment,Debit Card,132,9,1
20561.57,Cash Withdrawal,Net Banking,1714,2,0
33056.05,Bill Payment,Debit Card,697,9,0
128265.1,Online Purchase,Net Banking,2138,7,0
32544.75,Cash Withdrawal,Net Banking,1144,0,0
110453.21,Money Transfer,Debit Card,1341,6,1
133784.21,Money Transfer,Credit Card,1712,0,1
70650.83,Online Purchase,Net Banking,2176,6,0
119722.83,Online Purchase,Net Banking,2029,3,1
112986.5,Cash Withdrawal,Debit Card,544,5,1
97181.27,Online Purchase,Credit Card,1966,10,1
105525.34,Online Purchase,Net Banking,1900,2,0
60863.52,Bill Payment,Net Banking,6,10,1
134025.82,Bill Payment,Credit Card,1215,6,0
104738.44,Money Transfer,Credit Card,1376,0,1
136509.62,Bill Payment,Credit Card,455,6,1
92908.1,Bill Payment,UPI,718,10,1
10144.19,Money Transfer,Debit Card,1372,3,0
97390.86,Money Transfer,Debit Card,1313,5,0
75584.54,Cash Withdrawal,UPI,224,1,0
67916.36,Online Purchase,Net Banking,2179,10,0
134927.73,Cash Withdrawal,UPI,269,3,0
68735.33,Online Purchase,Net Banking,733,4,0
11634.4,Money Transfer,UPI,459,2,0
131261.47,Online Purchase,UPI,1707,10,1
19890.9,Bill Payment,Net Banking,1819,10,1
28440.19,Online Purchase,Debit Card,2129,10,1
86847.82,Bill Payment,Net Banking,2431,10,0
126301.99,Cash Withdrawal,Net Banking,1246,9,1
118423.3,Money Transfer,UPI,929,7,1
43293.13,Online Purchase,Debit Card,1447,4,0
25037.82,Money Transfer,UPI,747,2,0
103959.6,Money Transfer,Debit Card,975,1,1
47562.21,Money Transfer,Net Banking,1067,5,1
84416.84,Online Purchase,UPI,1409,2,0
